Destination IP,Source IP (Unique Count),Destination Port (Unique Count),Event Name (Unique Count),Log Source (Unique Count),Low Level Category (Unique Count),Protocol (Unique Count),Username (Unique Count),Magnitude (Maximum),Event Count (Sum),Source Geographic Country/Region (Unique Count),Count
216.104.209.136,Multiple (4),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,4,China,4
216.104.209.145,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.209.46,Multiple (4),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,Multiple (3),4
192.147.130.61,Multiple (4),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,4,China,4
216.104.209.124,Multiple (4),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.208.48,Multiple (4),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,4,China,4
192.150.19.81,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.209.185,Multiple (4),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,Multiple (2),4
216.104.208.55,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.209.141,Multiple (4),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,4,China,4
216.104.209.132,Multiple (4),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
192.147.130.28,Multiple (4),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,4,China,4
216.104.209.98,Multiple (4),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,4,China,4
192.150.19.85,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,4,China,4
192.150.19.67,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.209.123,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.209.43,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.209.66,Multiple (4),Multiple (4),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,4,China,4
216.104.209.99,Multiple (4),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,4,China,4
192.150.19.82,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,4,China,4
216.104.208.42,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,4,China,4
192.150.19.242,Multiple (3),Multiple (3),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.25,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.74,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.72,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
192.147.130.33,Multiple (3),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.208.159,Multiple (3),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.59,Multiple (2),443,Multiple (2),PaSeries @ or1-PA-fefw1,Multiple (2),tcp_ip,None,4,3,China,3
192.147.130.25,Multiple (3),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.208.135,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.208.35,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
216.104.208.16,Multiple (3),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.209.115,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
192.150.19.83,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.131,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.191,Multiple (3),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.208.33,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
216.104.208.24,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.208.171,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.26,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.160,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.91,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
153.32.227.124,122.119.114.17,Multiple (3),Data Filtering Detected,PaSeries @ sttl-inetfw1,Warning,tcp_ip,None,5,3,China,3
216.104.208.178,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.158,Multiple (3),Multiple (2),TCP sweep,Juniper JunOS Platform @ sjc-cloudfw,Suspicious Activity,Other,None,4,3,China,3
216.104.209.219,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.150.19.187,Multiple (3),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.136,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.44,Multiple (2),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.209.83,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.216,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.55,Multiple (3),Multiple (2),Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,Multiple (2),3
216.104.209.67,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.208.66,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
192.150.19.71,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.42,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.218,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.209.106,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.220,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.104,183.129.160.229,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
192.150.11.163,180.97.106.37,443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
192.147.130.18,Multiple (2),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.209.183,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
192.150.19.86,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.210,Multiple (3),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.56,Multiple (2),443,Multiple (2),PaSeries @ or1-PA-fefw1,Multiple (2),tcp_ip,None,4,3,China,3
216.104.209.40,Multiple (3),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.208.4,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
216.104.209.89,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
216.104.209.186,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.229,113.240.250.156,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.37,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.150.19.143,183.129.160.229,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.208.58,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
192.150.11.77,183.129.160.229,443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.79,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.65,180.97.106.162,443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
192.147.130.16,Multiple (3),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.209.249,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.64,180.97.106.37,443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.209.223,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.209.9,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,Multiple (2),3
216.104.208.14,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.209.212,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.87,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
192.147.130.24,Multiple (3),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
192.147.130.38,Multiple (3),443,Multiple (2),PaSeries @ or1-PA-fefw1,Multiple (2),tcp_ip,None,4,3,China,3
216.104.209.71,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
192.150.19.250,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.82,Multiple (3),Multiple (3),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,China,3
216.104.208.124,Multiple (3),Multiple (3),Multiple (3),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,3,Multiple (2),3
192.147.130.10,Multiple (3),443,Traffic Close,PaSeries @ or1-PA-fefw1,Firewall Session Closed,tcp_ip,None,3,3,China,3
216.104.209.10,Multiple (3),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
192.150.19.91,Multiple (3),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.200,Multiple (3),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,3,China,3
216.104.209.81,183.129.160.229,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.52,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,Multiple (2),2
192.150.19.159,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.144,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.242,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.154,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.109,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.75,Multiple (2),21,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.190,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.208.17,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.44,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.50,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.124,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.240,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.11.162,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.173,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.238,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.80,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
153.32.230.217,Multiple (2),Multiple (2),Data Filtering Detected,PaSeries @ sttl-inetfw1,Warning,tcp_ip,None,5,2,RussianFederation,2
192.150.19.34,183.129.160.229,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.11.99,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.128,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.69,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.155,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.243,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.92,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.80,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.85,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.14,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,Multiple (2),2
216.104.209.121,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.41,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.12.85,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.102,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.58,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.166,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.19,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.109,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.155,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.56,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.98,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.222,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.52,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.61,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.86,183.129.160.229,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.170,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.73,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.130,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.133,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.19.70,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.167,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.208.127,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
153.32.226.237,Multiple (2),Multiple (2),FileType Detected,PaSeries @ sttl-inetfw1,Information,tcp_ip,None,4,2,China,2
216.104.209.156,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.11.116,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.21,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.11.27,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.11,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.30,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.53,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.12,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.179,Multiple (2),Multiple (2),TCP sweep,Juniper JunOS Platform @ sjc-cloudfw,Suspicious Activity,Other,None,4,2,China,2
192.150.19.92,Multiple (2),80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.40,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.171,183.129.160.229,80,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.11.178,Multiple (2),443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.233,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.105,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.107,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,Multiple (2),2
216.104.208.28,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
192.147.130.91,Multiple (2),443,Multiple (2),PaSeries @ or1-PA-fefw1,Multiple (2),tcp_ip,None,4,2,China,2
216.104.209.39,180.97.106.161,443,RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.193,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.208.240,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
216.104.209.196,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-cloudfw,Session Closed,tcp_ip,None,3,2,China,2
192.150.12.77,Multiple (2),Multiple (2),RT_FLOW_SESSION_CLOSE,Juniper JunOS Platform @ sjc-inetfw,Session Closed,tcp_ip,None,3,2,China,2
216.104.209.168,Multiple (2),Multiple (2),Multiple (2),Juniper JunOS Platform @ sjc-cloudfw,Multiple (2),Multiple (2),None,4,2,China,2
